sa4_code,sa4_name,state_code,state_name,anzsic_division,anzsic_name,employed_persons
799,No usual address (NT),7,Northern Territory,J,Information Media and Telecommunications,3
799,No usual address (NT),7,Northern Territory,K,Financial and Insurance Services,7
799,No usual address (NT),7,Northern Territory,L,"Rental, Hiring and Real Estate Services",15
799,No usual address (NT),7,Northern Territory,M,"Professional, Scientific and Technical Services",38
799,No usual address (NT),7,Northern Territory,N,Administrative and Support Services,21
799,No usual address (NT),7,Northern Territory,O,Public Administration and Safety,37
799,No usual address (NT),7,Northern Territory,P,Education and Training,28
799,No usual address (NT),7,Northern Territory,Q,Health Care and Social Assistance,47
799,No usual address (NT),7,Northern Territory,R,Arts and Recreation Services,17
799,No usual address (NT),7,Northern Territory,S,Other Services,11
799,No usual address (NT),7,Northern Territory,_T,Total,500
801,Australian Capital Territory,8,Australian Capital Territory,A,"Agriculture, Forestry and Fishing",652
801,Australian Capital Territory,8,Australian Capital Territory,B,Mining,150
801,Australian Capital Territory,8,Australian Capital Territory,C,Manufacturing,4120
801,Australian Capital Territory,8,Australian Capital Territory,D,"Electricity, Gas, Water and Waste Services",1878
801,Australian Capital Territory,8,Australian Capital Territory,E,Construction,16523
801,Australian Capital Territory,8,Australian Capital Territory,F,Wholesale Trade,1957
801,Australian Capital Territory,8,Australian Capital Territory,G,Retail Trade,16011
801,Australian Capital Territory,8,Australian Capital Territory,H,Accommodation and Food Services,15748
801,Australian Capital Territory,8,Australian Capital Territory,I,"Transport, Postal and Warehousing",5252
801,Australian Capital Territory,8,Australian Capital Territory,J,Information Media and Telecommunications,3711
801,Australian Capital Territory,8,Australian Capital Territory,K,Financial and Insurance Services,3510
801,Australian Capital Territory,8,Australian Capital Territory,L,"Rental, Hiring and Real Estate Services",3012
801,Australian Capital Territory,8,Australian Capital Territory,M,"Professional, Scientific and Technical Services",27120
801,Australian Capital Territory,8,Australian Capital Territory,N,Administrative and Support Services,6487
801,Australian Capital Territory,8,Australian Capital Territory,O,Public Administration and Safety,73991
801,Australian Capital Territory,8,Australian Capital Territory,P,Education and Training,23352
801,Australian Capital Territory,8,Australian Capital Territory,Q,Health Care and Social Assistance,28459
801,Australian Capital Territory,8,Australian Capital Territory,R,Arts and Recreation Services,4533
801,Australian Capital Territory,8,Australian Capital Territory,S,Other Services,7097
801,Australian Capital Territory,8,Australian Capital Territory,_T,Total,248388
897,Migratory - Offshore - Shipping (ACT),8,Australian Capital Territory,A,"Agriculture, Forestry and Fishing",0
897,Migratory - Offshore - Shipping (ACT),8,Australian Capital Territory,B,Mining,0
897,Migratory - Offshore - Shipping (ACT),8,Australian Capital Territory,C,Manufacturing,0
897,Migratory - Offshore - Shipping (ACT),8,Australian Capital Territory,D,"Electricity, Gas, Water and Waste Services",0
897,Migratory - Offshore - Shipping (ACT),8,Australian Capital Territory,E,Construction,0
897,Migratory - Offshore - Shipping (ACT),8,Australian Capital Territory,F,Wholesale Trade,0
897,Migratory - Offshore - Shipping (ACT),8,Australian Capital Territory,G,Retail Trade,0
897,Migratory - Offshore - Shipping (ACT),8,Australian Capital Territory,H,Accommodation and Food Services,0
897,Migratory - Offshore - Shipping (ACT),8,Australian Capital Territory,I,"Transport, Postal and Warehousing",0
897,Migratory - Offshore - Shipping (ACT),8,Australian Capital Territory,J,Information Media and Telecommunications,0
897,Migratory - Offshore - Shipping (ACT),8,Australian Capital Territory,K,Financial and Insurance Services,0
897,Migratory - Offshore - Shipping (ACT),8,Australian Capital Territory,L,"Rental, Hiring and Real Estate Services",0
897,Migratory - Offshore - Shipping (ACT),8,Australian Capital Territory,M,"Professional, Scientific and Technical Services",0
897,Migratory - Offshore - Shipping (ACT),8,Australian Capital Territory,N,Administrative and Support Services,0
897,Migratory - Offshore - Shipping (ACT),8,Australian Capital Territory,O,Public Administration and Safety,0
897,Migratory - Offshore - Shipping (ACT),8,Australian Capital Territory,P,Education and Training,0
897,Migratory - Offshore - Shipping (ACT),8,Australian Capital Territory,Q,Health Care and Social Assistance,0
897,Migratory - Offshore - Shipping (ACT),8,Australian Capital Territory,R,Arts and Recreation Services,0
897,Migratory - Offshore - Shipping (ACT),8,Australian Capital Territory,S,Other Services,0
897,Migratory - Offshore - Shipping (ACT),8,Australian Capital Territory,_T,Total,0
899,No usual address (ACT),8,Australian Capital Territory,A,"Agriculture, Forestry and Fishing",3
899,No usual address (ACT),8,Australian Capital Territory,B,Mining,0
899,No usual address (ACT),8,Australian Capital Territory,C,Manufacturing,5
899,No usual address (ACT),8,Australian Capital Territory,D,"Electricity, Gas, Water and Waste Services",0
899,No usual address (ACT),8,Australian Capital Territory,E,Construction,16
899,No usual address (ACT),8,Australian Capital Territory,F,Wholesale Trade,0
899,No usual address (ACT),8,Australian Capital Territory,G,Retail Trade,22
899,No usual address (ACT),8,Australian Capital Territory,H,Accommodation and Food Services,22
899,No usual address (ACT),8,Australian Capital Territory,I,"Transport, Postal and Warehousing",4
899,No usual address (ACT),8,Australian Capital Territory,J,Information Media and Telecommunications,5
899,No usual address (ACT),8,Australian Capital Territory,K,Financial and Insurance Services,0
899,No usual address (ACT),8,Australian Capital Territory,L,"Rental, Hiring and Real Estate Services",0
899,No usual address (ACT),8,Australian Capital Territory,M,"Professional, Scientific and Technical Services",15
899,No usual address (ACT),8,Australian Capital Territory,N,Administrative and Support Services,4
899,No usual address (ACT),8,Australian Capital Territory,O,Public Administration and Safety,40
899,No usual address (ACT),8,Australian Capital Territory,P,Education and Training,19
899,No usual address (ACT),8,Australian Capital Territory,Q,Health Care and Social Assistance,30
899,No usual address (ACT),8,Australian Capital Territory,R,Arts and Recreation Services,11
899,No usual address (ACT),8,Australian Capital Territory,S,Other Services,11
899,No usual address (ACT),8,Australian Capital Territory,_T,Total,216
901,Other Territories,9,Other Territories,A,"Agriculture, Forestry and Fishing",30
901,Other Territories,9,Other Territories,B,Mining,93
901,Other Territories,9,Other Territories,C,Manufacturing,32
901,Other Territories,9,Other Territories,D,"Electricity, Gas, Water and Waste Services",50
901,Other Territories,9,Other Territories,E,Construction,209
901,Other Territories,9,Other Territories,F,Wholesale Trade,20
901,Other Territories,9,Other Territories,G,Retail Trade,200
901,Other Territories,9,Other Territories,H,Accommodation and Food Services,257
901,Other Territories,9,Other Territories,I,"Transport, Postal and Warehousing",104
901,Other Territories,9,Other Territories,J,Information Media and Telecommunications,15
901,Other Territories,9,Other Territories,K,Financial and Insurance Services,26
901,Other Territories,9,Other Territories,L,"Rental, Hiring and Real Estate Services",24
901,Other Territories,9,Other Territories,M,"Professional, Scientific and Technical Services",61
901,Other Territories,9,Other Territories,N,Administrative and Support Services,151
901,Other Territories,9,Other Territories,O,Public Administration and Safety,419
901,Other Territories,9,Other Territories,P,Education and Training,161
901,Other Territories,9,Other Territories,Q,Health Care and Social Assistance,150
901,Other Territories,9,Other Territories,R,Arts and Recreation Services,66
901,Other Territories,9,Other Territories,S,Other Services,67
901,Other Territories,9,Other Territories,_T,Total,2243
997,Migratory - Offshore - Shipping (OT),9,Other Territories,A,"Agriculture, Forestry and Fishing",0
997,Migratory - Offshore - Shipping (OT),9,Other Territories,B,Mining,0
997,Migratory - Offshore - Shipping (OT),9,Other Territories,C,Manufacturing,0
997,Migratory - Offshore - Shipping (OT),9,Other Territories,D,"Electricity, Gas, Water and Waste Services",0
997,Migratory - Offshore - Shipping (OT),9,Other Territories,E,Construction,0
997,Migratory - Offshore - Shipping (OT),9,Other Territories,F,Wholesale Trade,0
997,Migratory - Offshore - Shipping (OT),9,Other Territories,G,Retail Trade,0
997,Migratory - Offshore - Shipping (OT),9,Other Territories,H,Accommodation and Food Services,0
997,Migratory - Offshore - Shipping (OT),9,Other Territories,I,"Transport, Postal and Warehousing",0
997,Migratory - Offshore - Shipping (OT),9,Other Territories,J,Information Media and Telecommunications,0
997,Migratory - Offshore - Shipping (OT),9,Other Territories,K,Financial and Insurance Services,0
997,Migratory - Offshore - Shipping (OT),9,Other Territories,L,"Rental, Hiring and Real Estate Services",0
997,Migratory - Offshore - Shipping (OT),9,Other Territories,M,"Professional, Scientific and Technical Services",0
997,Migratory - Offshore - Shipping (OT),9,Other Territories,N,Administrative and Support Services,0
997,Migratory - Offshore - Shipping (OT),9,Other Territories,O,Public Administration and Safety,0
997,Migratory - Offshore - Shipping (OT),9,Other Territories,P,Education and Training,0
997,Migratory - Offshore - Shipping (OT),9,Other Territories,Q,Health Care and Social Assistance,0
997,Migratory - Offshore - Shipping (OT),9,Other Territories,R,Arts and Recreation Services,0
997,Migratory - Offshore - Shipping (OT),9,Other Territories,S,Other Services,0
997,Migratory - Offshore - Shipping (OT),9,Other Territories,_T,Total,0
999,No usual address (OT),9,Other Territories,A,"Agriculture, Forestry and Fishing",0
999,No usual address (OT),9,Other Territories,B,Mining,0
999,No usual address (OT),9,Other Territories,C,Manufacturing,0
999,No usual address (OT),9,Other Territories,D,"Electricity, Gas, Water and Waste Services",0
999,No usual address (OT),9,Other Territories,E,Construction,0
999,No usual address (OT),9,Other Territories,F,Wholesale Trade,0
999,No usual address (OT),9,Other Territories,G,Retail Trade,0
999,No usual address (OT),9,Other Territories,H,Accommodation and Food Services,0
999,No usual address (OT),9,Other Territories,I,"Transport, Postal and Warehousing",0
999,No usual address (OT),9,Other Territories,J,Information Media and Telecommunications,0
999,No usual address (OT),9,Other Territories,K,Financial and Insurance Services,0
999,No usual address (OT),9,Other Territories,L,"Rental, Hiring and Real Estate Services",0
999,No usual address (OT),9,Other Territories,M,"Professional, Scientific and Technical Services",0
999,No usual address (OT),9,Other Territories,N,Administrative and Support Services,0
999,No usual address (OT),9,Other Territories,O,Public Administration and Safety,0
999,No usual address (OT),9,Other Territories,P,Education and Training,0
999,No usual address (OT),9,Other Territories,Q,Health Care and Social Assistance,0
999,No usual address (OT),9,Other Territories,R,Arts and Recreation Services,0
999,No usual address (OT),9,Other Territories,S,Other Services,0
999,No usual address (OT),9,Other Territories,_T,Total,3
